reference,date,title,type,subject,status,url
2019/0819(CNS),2019-12-05,Échange automatisé de données pour ce qui est des données dactyloscopiques au Royaume-Uni,CNS,"[""1.20.09"", ""7.30"", ""Royaume-Uni"", ""Pays""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0819(CNS)&l=fr
2021/2509(RSP),2021-02-10,"Résolution sur les enjeux à venir pour les droits des femmes en Europe, plus de 25 ans après la déclaration et le programme d’action de Beijing",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2509(RSP)&l=fr
2018/0415(CNS),2018-12-11,Ventes à distance de biens et certaines livraisons intérieures de biens,CNS,"[""2.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0415(CNS)&l=fr
2020/2189(DEC),2020-06-29,Décharge 2019 : Electric Components &amp; Systems for european Leadership (entreprise commune ECSEL),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2189(DEC)&l=fr
2021/2018(INI),2021-03-11,Partis politiques européens - rapport 2021,INI,"[""8.40.01.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2018(INI)&l=fr
2021/2133(DEC),2021-06-30,Décharge 2020 : Observatoire européen des drogues et des toxicomanies (OEDT),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2133(DEC)&l=fr
2018/0243(COD),2018-06-14,"Instrument de voisinage, de coopération au développement et de coopération internationale 2021–2027",COD,"[""6.40.15"", ""6.30""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0243(COD)&l=fr
2021/2232(INI),2021-12-16,L'Union européenne et les enjeux liés à la sécurité dans la région indopacifique,INI,"[""6.40.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2232(INI)&l=fr
2022/2171(INI),2022-11-24,Stratégie de l’Union européenne pour des textiles durables et circulaires,INI,"[""3.70.20"", ""3.40.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2171(INI)&l=fr
2020/0099(COD),2020-05-20,"Initiative citoyenne européenne: mesures temporaires concernant les délais pour les phases de collecte, de vérification et d'examen au vu de l'épidémie de COVID-19",COD,"[""1.20"", ""4.20"", ""4.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0099(COD)&l=fr
2020/2264(BUI),2021-04-26,"Budget 2022: état prévisionnel des recettes et des dépenses, Section I – Parlement",BUI,"[""8.70.52""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2264(BUI)&l=fr
2022/0348(COD),2022-11-04,"Établissement de mesures de gestion, de conservation et de contrôle applicables dans la Zone couverte par l’accord relatif aux pêches dans le sud de l’océan Indien (APSOI)",COD,"[""3.15.15.03""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0348(COD)&l=fr
2020/2098(REG),2020-07-10,Modifications du règlement intérieur visant à garantir le bon fonctionnement du Parlement dans des circonstances exceptionnelles,REG,"[""8.40.01.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2098(REG)&l=fr
2021/0430(CNS),2021-12-22,Système des ressources propres de l’Union européenne,CNS,"[""8.70.01""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0430(CNS)&l=fr
2018/0107(COD),2018-04-17,Les preuves électroniques en matière pénale: directive sur les représentants légaux,COD,"[""3.30.25"", ""2.40"", ""7.40.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0107(COD)&l=fr
2019/2085(DEC),2019-06-27,Décharge 2018: Agence européenne de contrôle des pêches (AECP),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2085(DEC)&l=fr
2020/2157(DEC),2020-06-29,Décharge 2019 : Agence européenne des médicaments (EMA),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2157(DEC)&l=fr
2021/2869(RSP),2021-10-05,"Résolution sur le règlement d’exécution (UE) n° 2021/1449 de la Commission du 3 septembre 2021 modifiant le règlement d’exécution (UE) n° 540/2011 en ce qui concerne la prolongation de la validité de l’approbation des substances actives amidosulfuron, bifénox, chlorméquat, chlorotoluron, clofentézine, clomazone, cyperméthrine, daminozide, deltaméthrine, dicamba, difénoconazole, diflufénican, diméthachlore, étofenprox, fenoxaprop-P, fenpropidine, fludioxonyl, flufénacet, fosthiazate, huile de paraffine, huiles de paraffine, hydroxy-8-quinoléine, indoxacarbe, lénacile, MCPA, MCPB, nicosulfuron, penconazole, phénylphénol-2 (y compris ses sels comme le sel de sodium), piclorame, propaquizafop, prosulfocarbe, quizalofop-P-éthyle, quizalofop-P-téfuryle, soufre, tétraconazole, triallate, triflusulfuron et tritosulfuron",RSP,"[""3.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2869(RSP)&l=fr
2022/2133(DEC),2022-06-23,Décharge 2021 : Entreprise commune pour les chemins de fer européens (EU-Rail),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2133(DEC)&l=fr
2021/0363(BUD),2021-11-19,Mobilisation du Fonds européen d'ajustement à la mondialisation: licenciements dans l'industrie du transport aérien en France,BUD,"[""8.70.52"", ""3.20.01"", ""4.15.05"", ""France"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0363(BUD)&l=fr
2019/2067(DEC),2019-06-27,Décharge 2018 : Fondation européenne pour l'amélioration des conditions de vie et de travail (EUROFOUND),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2067(DEC)&l=fr
2022/2134(DEC),2022-06-23,Décharge 2021 : Budget général des agences de l'Union européenne,DEC,"[""8.70.03.11""]","Procédure terminée, en attente de publication au Journal officiel",https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2134(DEC)&l=fr
2021/2204(INI),2021-11-25,Orientations de l'Union concernant les défenseurs des droits de l'homme,INI,"[""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2204(INI)&l=fr
2019/2857(RSP),2019-11-14,"Résolution sur le projet de décision d'exécution de la Commission renouvelant l'autorisation de mise sur le marché de produits contenant du soja génétiquement modifié MON 89788 (MON-89788-1), consistant en ce soja ou produits à  partir de celui-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2857(RSP)&l=fr
2023/2941(RSP),2024-03-13,Résolution sur le délai nécessaire à la Commission pour traiter les demandes d’accès du public aux documents,RSP,"[""8.40.03"", ""1.20.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2941(RSP)&l=fr
2020/0347(COD),2020-11-27,Certains aspects de la sécurité et de la connectivité du transport ferroviaire eu égard aux infrastructures transfrontalières reliant l’Union et le Royaume-Uni par la liaison fixe transmanche,COD,"[""3.20.02.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0347(COD)&l=fr
2019/2183(INL),2019-12-19,Révision de la directive relative au comité d'entreprise européen,INL,"[""4.15.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2183(INL)&l=fr
2019/2918(RSP),2019-11-26,Résolution sur la crise de l'organe d'appel de l'OMC,RSP,"[""6.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2918(RSP)&l=fr
2021/2201(INI),2021-11-25,Impact des nouvelles technologies sur la fiscalité: crypto-technologies et technologies de chaînes de blocs,INI,"[""1.20.09"", ""3.45.04"", ""2.50.04.02"", ""3.30.06"", ""2.70""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2201(INI)&l=fr
2018/0108(COD),2018-04-17,Règlement sur les preuves électroniques:  injonctions européennes de production et de conservation de preuves électroniques en matière pénale,COD,"[""3.30.25"", ""2.40"", ""7.40.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0108(COD)&l=fr
2019/0173(NLE),2019-08-30,Accord de partenariat dans le secteur de la pêche UE/Sao Tomé-et-Principe 2019-2024. Protocole,NLE,"[""3.15.15.02"", ""Sao"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0173(NLE)&l=fr
2020/1996(BUD),2020-09-11,Mobilisation du Fonds européen d’ajustement à la mondialisation: licenciements dans les secteurs auxiliaires de la construction navale (shipbuilding ancillary sectors) en Espagne,BUD,"[""8.70.50"", ""3.40.04"", ""Espagne"", ""Pays"", ""4.15.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/1996(BUD)&l=fr
2023/2589(RSP),2023-03-15,"Résolution sur le Cambodge, concernant le cas de Kem Sokha, chef de l’opposition",RSP,"[""6.10.08"", ""Cambodge"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2589(RSP)&l=fr
2020/0321(COD),2020-11-11,Agence européenne des médicaments,COD,"[""4.20.01"", ""4.20.05"", ""8.40.08"", ""4.20.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0321(COD)&l=fr
2021/2788(RSP),2021-07-06,"Résolution sur la répression de l’opposition en Turquie, en particulier du Parti démocratique des peuples (HDP)",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2788(RSP)&l=fr
2021/0104(COD),2021-04-21,Directive sur la publication d'informations en matière de durabilité par certaines entreprises,COD,"[""3.70.20"", ""3.45.03"", ""3.45.01"", ""2.50.10"", ""2.50.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0104(COD)&l=fr
2019/2078(DEC),2019-06-27,Décharge 2018: Autorité européenne de sécurité des aliments (EFSA),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2078(DEC)&l=fr
2021/2165(INI),2021-10-07,"Un nouveau cadre stratégique de l'UE sur la santé et la sécurité au travail après 2020 (y compris une meilleure protection des travailleurs contre l'exposition à des substances nocives, le stress au travail et les lésions dues aux mouvements répétitifs)",INI,"[""4.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2165(INI)&l=fr
2022/0071(NLE),2022-03-14,"Modalités et procédure de mise à disposition des ressources propres fondées sur le système d’échange de quotas d’émission, sur le mécanisme d’ajustement carbone aux frontières et sur les bénéfices réattribués ainsi que mesures visant à faire face aux besoins de trésorerie",NLE,"[""8.70.01""]",En attente de la décision de la commission parlementaire,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0071(NLE)&l=fr
2020/0268(COD),2020-09-24,Finance numérique: directive modifiant sur les exigences en matière de résilience opérationnelle numérique,COD,"[""2.50.04"", ""3.45.03"", ""2.50.05"", ""2.50.03"", ""2.50.10"", ""2.50.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0268(COD)&l=fr
2022/2114(DEC),2022-06-23,Décharge 2021: Agence d'approvisionnement d'Euratom (ESA),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2114(DEC)&l=fr
2023/2078(INI),2023-06-15,L’union bancaire – rapport annuel 2023,INI,"[""2.50.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2078(INI)&l=fr
2019/2181(INL),2019-12-19,Droit à la déconnexion,INL,"[""4.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2181(INL)&l=fr
2021/2548(RSP),2021-04-26,Résolution sur la protection des sols,RSP,"[""3.70.01"", ""3.70.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2548(RSP)&l=fr
2021/2513(RSP),2021-01-19,Résolution sur l'arrestation d'Alexeï Navalny,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2513(RSP)&l=fr
2020/2180(DEC),2020-06-29,Décharge 2019 : Bureau européen d'appui en matière d'asile (EASO),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2180(DEC)&l=fr
2007/0181(NLE),2007-09-04,"Accord CE/Maroc: accord euro-méditerranéen relatif aux services aériens, protocole à la suite de l'adhesion de la Bulgarie et de la Roumanie",NLE,"[""Maroc"", ""Pays"", ""6.40.05.02"", ""3.20.15.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2007/0181(NLE)&l=fr
2020/0165(CNS),2020-08-07,Système commun de taxe sur la valeur ajoutée: identification des assujettis en Irlande du Nord,CNS,"[""2.70.02"", ""Royaume-Uni"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0165(CNS)&l=fr
2019/0182(NLE),2019-08-30,Accord UE/Biélorussie visant à faciliter la délivrance de visas,NLE,"["""", ""Pays"", ""7.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0182(NLE)&l=fr
2020/2127(INI),2020-09-17,L’efficacité de l’utilisation des financements de l’Union par les États membres dans le cadre du Fonds de solidarité en cas de catastrophe naturelle,INI,"[""3.70.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2127(INI)&l=fr
2022/2899(DEA),2022-10-18,Valeur du seuil de compensation pour les positions détenues sur des contrats dérivés de matières premières négociés de gré à gré et sur d’autres contrats dérivés négociés de gré à gré,DEA,"[""2.50.03"", ""2.50.10"", ""2.50.08""]",Procédure terminée - acte délégué entre en vigueur,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2899(DEA)&l=fr
2022/0154(CNS),2022-05-11,Franchise pour la réduction des incitations fiscales favorisant l’endettement et la limitation de la déductibilité des intérêts aux fins de l'impôt sur les sociétés,CNS,"[""3.45.04"", ""2.70""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0154(CNS)&l=fr
2020/2171(DEC),2020-06-29,Décharge 2019 : Agence d'approvisionnement d'Euratom (AAE),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2171(DEC)&l=fr
2021/0114(COD),2021-05-05,Règlement sur des subventions étrangères génératrices de distorsions,COD,"[""2"", ""6.20.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0114(COD)&l=fr
2020/2173(DEC),2020-06-29,Décharge 2019 : Institut européen pour l'égalité entre les hommes et les femmes (EIGE),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2173(DEC)&l=fr
2019/2859(RSP),2019-11-14,"Résolution sur le projet de décision d'exécution de la Commission autorisant la mise sur le marché de produits contenant du maïs génétiquement modifié MON 89034 × 1507 × NK603 × DAS-40278-9 et les sous-combinaisons MON 89034 × NK603 × DAS-40278-9, 1507 × NK603 × DAS-40278-9 et NK603 × DAS-40278-9, consistant en ce maïs ou produits à partir de celui-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2859(RSP)&l=fr
2021/0214(COD),2021-07-14,Mécanisme d'ajustement carbone aux frontières,COD,"[""3.70.02"", ""3.70.03"", ""3.70.15"", ""2.10.01"", ""6.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0214(COD)&l=fr
2019/0090(NLE),2019-04-10,Accord de partenariat dans le secteur de la pêche CE/Guinée-Bissau (2019-2024). Protocole,NLE,"[""3.15.15.02"", ""Guinée-Bissau"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0090(NLE)&l=fr
2023/2066(INI),2023-05-11,Réduire les inégalités et promouvoir l’inclusion sociale en temps de crise pour les enfants et leurs familles,INI,"[""4.10.05"", ""4.10.02"", ""4.10.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2066(INI)&l=fr
